client_code,name,product,status,city,date,type,direction,amount,currency
10,Карина,Премиальная карта,зп,Усть-Каменогорск,2025-06-09 20:02:40,card_in,in,8044.59,KZT
10,Карина,Премиальная карта,зп,Усть-Каменогорск,2025-06-10 13:56:24,card_out,out,16842.77,KZT
10,Карина,Премиальная карта,зп,Усть-Каменогорск,2025-06-10 14:43:58,cashback_in,in,12342.12,KZT
10,Карина,Премиальная карта,зп,Усть-Каменогорск,2025-06-11 12:16:52,card_out,out,21342.02,KZT
10,Карина,Премиальная карта,зп,Усть-Каменогорск,2025-06-11 13:14:09,card_out,out,34477.59,KZT
10,Карина,Премиальная карта,зп,Усть-Каменогорск,2025-06-11 14:35:07,card_out,out,35553.37,KZT
10,Карина,Премиальная карта,зп,Усть-Каменогорск,2025-06-12 08:19:15,card_out,out,17304.89,KZT
10,Карина,Премиальная карта,зп,Усть-Каменогорск,2025-06-12 09:00:10,refund_in,in,36136.96,KZT
10,Карина,Премиальная карта,зп,Усть-Каменогорск,2025-06-12 11:55:29,atm_withdrawal,out,23712.13,KZT
10,Карина,Премиальная карта,зп,Усть-Каменогорск,2025-06-12 18:01:56,card_out,out,37004.14,KZT
10,Карина,Премиальная карта,зп,Усть-Каменогорск,2025-06-12 20:06:26,atm_withdrawal,out,52769.77,KZT
10,Карина,Премиальная карта,зп,Усть-Каменогорск,2025-06-13 09:52:53,card_out,out,45628.3,KZT
10,Карина,Премиальная карта,зп,Усть-Каменогорск,2025-06-13 10:19:01,card_out,out,46702.96,KZT
10,Карина,Премиальная карта,зп,Усть-Каменогорск,2025-06-13 20:12:09,card_out,out,15113.22,KZT
10,Карина,Премиальная карта,зп,Усть-Каменогорск,2025-06-14 12:52:10,card_in,in,33175.78,KZT
10,Карина,Премиальная карта,зп,Усть-Каменогорск,2025-06-14 14:54:59,card_in,in,13345.67,KZT
10,Карина,Премиальная карта,зп,Усть-Каменогорск,2025-06-15 13:24:10,p2p_out,out,4545.49,KZT
10,Карина,Премиальная карта,зп,Усть-Каменогорск,2025-06-15 15:12:49,loan_payment_out,out,42349.32,KZT
10,Карина,Премиальная карта,зп,Усть-Каменогорск,2025-06-15 16:04:03,refund_in,in,53276.86,KZT
10,Карина,Премиальная карта,зп,Усть-Каменогорск,2025-06-15 16:38:51,atm_withdrawal,out,54707.89,KZT
10,Карина,Премиальная карта,зп,Усть-Каменогорск,2025-06-15 21:08:37,card_out,out,16923.22,KZT
10,Карина,Премиальная карта,зп,Усть-Каменогорск,2025-06-16 13:54:08,card_out,out,21908.61,KZT
10,Карина,Премиальная карта,зп,Усть-Каменогорск,2025-06-16 15:38:41,card_out,out,29734.25,KZT
10,Карина,Премиальная карта,зп,Усть-Каменогорск,2025-06-17 08:56:06,card_out,out,65119.29,KZT
10,Карина,Премиальная карта,зп,Усть-Каменогорск,2025-06-17 10:40:35,card_out,out,20166.67,KZT
10,Карина,Премиальная карта,зп,Усть-Каменогорск,2025-06-17 13:01:50,card_out,out,19794.72,KZT
10,Карина,Премиальная карта,зп,Усть-Каменогорск,2025-06-18 18:34:42,card_in,in,30102.34,KZT
10,Карина,Премиальная карта,зп,Усть-Каменогорск,2025-06-18 19:42:25,loan_payment_out,out,51473.37,KZT
10,Карина,Премиальная карта,зп,Усть-Каменогорск,2025-06-19 08:58:21,card_out,out,53319.09,KZT
10,Карина,Премиальная карта,зп,Усть-Каменогорск,2025-06-19 09:37:59,atm_withdrawal,out,53912.38,KZT
10,Карина,Премиальная карта,зп,Усть-Каменогорск,2025-06-19 13:38:27,atm_withdrawal,out,47095.98,KZT
10,Карина,Премиальная карта,зп,Усть-Каменогорск,2025-06-19 15:51:41,utilities_out,out,45472.3,KZT
10,Карина,Премиальная карта,зп,Усть-Каменогорск,2025-06-19 16:07:31,p2p_out,out,18778.31,KZT
10,Карина,Премиальная карта,зп,Усть-Каменогорск,2025-06-20 16:39:45,atm_withdrawal,out,24924.03,KZT
10,Карина,Премиальная карта,зп,Усть-Каменогорск,2025-06-20 19:10:13,card_out,out,29658.64,KZT
10,Карина,Премиальная карта,зп,Усть-Каменогорск,2025-06-20 21:53:21,p2p_out,out,11587.93,KZT
10,Карина,Премиальная карта,зп,Усть-Каменогорск,2025-06-21 08:41:09,card_out,out,9706.2,KZT
10,Карина,Премиальная карта,зп,Усть-Каменогорск,2025-06-21 20:15:42,card_out,out,26270.46,KZT
10,Карина,Премиальная карта,зп,Усть-Каменогорск,2025-06-21 21:56:19,card_out,out,9872.32,KZT
10,Карина,Премиальная карта,зп,Усть-Каменогорск,2025-06-21 21:58:00,atm_withdrawal,out,42324.79,KZT
10,Карина,Премиальная карта,зп,Усть-Каменогорск,2025-06-22 08:47:22,p2p_out,out,30221.49,KZT
10,Карина,Премиальная карта,зп,Усть-Каменогорск,2025-06-22 09:03:09,atm_withdrawal,out,26144.7,KZT
10,Карина,Премиальная карта,зп,Усть-Каменогорск,2025-06-22 18:57:26,atm_withdrawal,out,40435.84,KZT
10,Карина,Премиальная карта,зп,Усть-Каменогорск,2025-06-23 11:23:46,p2p_out,out,38120.36,KZT
10,Карина,Премиальная карта,зп,Усть-Каменогорск,2025-06-23 11:23:55,utilities_out,out,23375.23,KZT
10,Карина,Премиальная карта,зп,Усть-Каменогорск,2025-06-23 15:16:18,loan_payment_out,out,42424.3,KZT
10,Карина,Премиальная карта,зп,Усть-Каменогорск,2025-06-23 15:23:04,utilities_out,out,23924.0,KZT
10,Карина,Премиальная карта,зп,Усть-Каменогорск,2025-06-23 16:35:43,p2p_out,out,36679.47,KZT
10,Карина,Премиальная карта,зп,Усть-Каменогорск,2025-06-23 21:48:40,card_out,out,32022.48,KZT
10,Карина,Премиальная карта,зп,Усть-Каменогорск,2025-06-24 13:25:36,utilities_out,out,50149.15,KZT
10,Карина,Премиальная карта,зп,Усть-Каменогорск,2025-06-24 15:48:33,p2p_out,out,15054.01,KZT
10,Карина,Премиальная карта,зп,Усть-Каменогорск,2025-06-24 20:27:06,p2p_out,out,11396.94,KZT
10,Карина,Премиальная карта,зп,Усть-Каменогорск,2025-06-25 09:30:53,card_out,out,28125.81,KZT
10,Карина,Премиальная карта,зп,Усть-Каменогорск,2025-06-25 10:27:20,card_out,out,34034.72,KZT
10,Карина,Премиальная карта,зп,Усть-Каменогорск,2025-06-25 12:30:47,card_out,out,17140.45,KZT
10,Карина,Премиальная карта,зп,Усть-Каменогорск,2025-06-25 19:07:40,card_out,out,15139.99,KZT
10,Карина,Премиальная карта,зп,Усть-Каменогорск,2025-06-26 11:35:43,p2p_out,out,12647.51,KZT
10,Карина,Премиальная карта,зп,Усть-Каменогорск,2025-06-26 12:56:32,p2p_out,out,17738.49,KZT
10,Карина,Премиальная карта,зп,Усть-Каменогорск,2025-06-26 14:33:47,p2p_out,out,15414.43,KZT
10,Карина,Премиальная карта,зп,Усть-Каменогорск,2025-06-26 17:17:35,card_out,out,22302.99,KZT
10,Карина,Премиальная карта,зп,Усть-Каменогорск,2025-06-27 09:58:02,card_out,out,27679.35,KZT
10,Карина,Премиальная карта,зп,Усть-Каменогорск,2025-06-27 10:42:00,card_out,out,29149.34,KZT
10,Карина,Премиальная карта,зп,Усть-Каменогорск,2025-06-27 11:30:47,card_out,out,28631.52,KZT
10,Карина,Премиальная карта,зп,Усть-Каменогорск,2025-06-27 15:19:23,cashback_in,in,11045.38,KZT
10,Карина,Премиальная карта,зп,Усть-Каменогорск,2025-06-27 20:16:30,p2p_out,out,57114.07,KZT
10,Карина,Премиальная карта,зп,Усть-Каменогорск,2025-06-28 08:20:20,p2p_out,out,46569.1,KZT
10,Карина,Премиальная карта,зп,Усть-Каменогорск,2025-06-28 08:37:55,utilities_out,out,13043.94,KZT
10,Карина,Премиальная карта,зп,Усть-Каменогорск,2025-06-28 17:32:37,card_out,out,15198.3,KZT
10,Карина,Премиальная карта,зп,Усть-Каменогорск,2025-06-28 18:32:12,p2p_out,out,20221.63,KZT
10,Карина,Премиальная карта,зп,Усть-Каменогорск,2025-06-28 21:34:25,cashback_in,in,37568.68,KZT
10,Карина,Премиальная карта,зп,Усть-Каменогорск,2025-06-29 13:11:27,loan_payment_out,out,31441.8,KZT
10,Карина,Премиальная карта,зп,Усть-Каменогорск,2025-06-29 14:16:46,card_out,out,21245.21,KZT
10,Карина,Премиальная карта,зп,Усть-Каменогорск,2025-06-29 17:52:27,card_out,out,55804.15,KZT
10,Карина,Премиальная карта,зп,Усть-Каменогорск,2025-06-29 19:38:14,p2p_out,out,21850.01,KZT
10,Карина,Премиальная карта,зп,Усть-Каменогорск,2025-06-29 20:59:49,card_in,in,22051.57,KZT
10,Карина,Премиальная карта,зп,Усть-Каменогорск,2025-07-01 08:31:40,p2p_out,out,12975.11,KZT
10,Карина,Премиальная карта,зп,Усть-Каменогорск,2025-07-01 08:42:02,card_out,out,27604.63,KZT
10,Карина,Премиальная карта,зп,Усть-Каменогорск,2025-07-01 09:55:56,card_out,out,22423.6,KZT
10,Карина,Премиальная карта,зп,Усть-Каменогорск,2025-07-01 14:40:58,utilities_out,out,36814.27,KZT
10,Карина,Премиальная карта,зп,Усть-Каменогорск,2025-07-01 17:28:03,atm_withdrawal,out,32830.85,KZT
10,Карина,Премиальная карта,зп,Усть-Каменогорск,2025-07-01 21:57:24,card_out,out,32327.61,KZT
10,Карина,Премиальная карта,зп,Усть-Каменогорск,2025-07-02 10:26:33,card_out,out,42037.65,KZT
10,Карина,Премиальная карта,зп,Усть-Каменогорск,2025-07-03 09:02:15,card_out,out,44088.01,KZT
10,Карина,Премиальная карта,зп,Усть-Каменогорск,2025-07-03 12:14:15,card_out,out,16782.2,KZT
10,Карина,Премиальная карта,зп,Усть-Каменогорск,2025-07-03 18:51:37,card_out,out,16963.21,KZT
10,Карина,Премиальная карта,зп,Усть-Каменогорск,2025-07-04 12:48:29,utilities_out,out,37321.15,KZT
10,Карина,Премиальная карта,зп,Усть-Каменогорск,2025-07-04 15:20:36,card_out,out,11985.76,KZT
10,Карина,Премиальная карта,зп,Усть-Каменогорск,2025-07-04 17:29:24,p2p_out,out,26579.65,KZT
10,Карина,Премиальная карта,зп,Усть-Каменогорск,2025-07-04 17:46:38,card_out,out,31943.8,KZT
10,Карина,Премиальная карта,зп,Усть-Каменогорск,2025-07-05 08:56:08,p2p_out,out,27551.61,KZT
10,Карина,Премиальная карта,зп,Усть-Каменогорск,2025-07-05 09:29:59,card_out,out,32209.78,KZT
10,Карина,Премиальная карта,зп,Усть-Каменогорск,2025-07-05 10:09:34,card_out,out,62723.11,KZT
10,Карина,Премиальная карта,зп,Усть-Каменогорск,2025-07-05 15:15:04,loan_payment_out,out,50455.26,KZT
10,Карина,Премиальная карта,зп,Усть-Каменогорск,2025-07-06 12:43:56,card_out,out,18579.38,KZT
10,Карина,Премиальная карта,зп,Усть-Каменогорск,2025-07-06 18:45:39,p2p_out,out,26721.95,KZT
10,Карина,Премиальная карта,зп,Усть-Каменогорск,2025-07-06 19:53:39,cashback_in,in,33463.62,KZT
10,Карина,Премиальная карта,зп,Усть-Каменогорск,2025-07-07 08:12:16,p2p_out,out,10962.99,KZT
10,Карина,Премиальная карта,зп,Усть-Каменогорск,2025-07-07 08:12:24,card_in,in,14878.71,KZT
10,Карина,Премиальная карта,зп,Усть-Каменогорск,2025-07-08 13:14:18,card_out,out,22760.72,KZT
10,Карина,Премиальная карта,зп,Усть-Каменогорск,2025-07-08 18:13:33,card_out,out,18628.01,KZT
10,Карина,Премиальная карта,зп,Усть-Каменогорск,2025-07-08 19:51:56,atm_withdrawal,out,80347.2,KZT
10,Карина,Премиальная карта,зп,Усть-Каменогорск,2025-07-09 14:08:50,atm_withdrawal,out,53207.02,KZT
10,Карина,Премиальная карта,зп,Усть-Каменогорск,2025-07-10 19:12:20,card_out,out,23739.54,KZT
10,Карина,Премиальная карта,зп,Усть-Каменогорск,2025-07-10 19:50:05,card_out,out,33453.29,KZT
10,Карина,Премиальная карта,зп,Усть-Каменогорск,2025-07-11 13:06:13,card_out,out,11396.05,KZT
10,Карина,Премиальная карта,зп,Усть-Каменогорск,2025-07-11 13:34:20,card_out,out,58468.35,KZT
10,Карина,Премиальная карта,зп,Усть-Каменогорск,2025-07-12 18:37:06,atm_withdrawal,out,22527.81,KZT
10,Карина,Премиальная карта,зп,Усть-Каменогорск,2025-07-12 21:37:21,loan_payment_out,out,53229.33,KZT
10,Карина,Премиальная карта,зп,Усть-Каменогорск,2025-07-13 08:04:47,p2p_out,out,18702.68,KZT
10,Карина,Премиальная карта,зп,Усть-Каменогорск,2025-07-13 08:50:41,card_out,out,10627.62,KZT
10,Карина,Премиальная карта,зп,Усть-Каменогорск,2025-07-13 12:07:52,p2p_out,out,40775.48,KZT
10,Карина,Премиальная карта,зп,Усть-Каменогорск,2025-07-13 16:16:28,card_in,in,21852.92,KZT
10,Карина,Премиальная карта,зп,Усть-Каменогорск,2025-07-13 19:43:58,salary_in,in,367818.74,KZT
10,Карина,Премиальная карта,зп,Усть-Каменогорск,2025-07-14 15:55:56,card_in,in,6779.63,KZT
10,Карина,Премиальная карта,зп,Усть-Каменогорск,2025-07-14 17:24:13,p2p_out,out,19580.75,KZT
10,Карина,Премиальная карта,зп,Усть-Каменогорск,2025-07-14 17:44:54,card_out,out,11416.37,KZT
10,Карина,Премиальная карта,зп,Усть-Каменогорск,2025-07-14 19:41:27,card_out,out,28494.48,KZT
10,Карина,Премиальная карта,зп,Усть-Каменогорск,2025-07-14 21:29:24,p2p_out,out,10984.37,KZT
10,Карина,Премиальная карта,зп,Усть-Каменогорск,2025-07-15 08:09:59,card_out,out,37204.07,KZT
10,Карина,Премиальная карта,зп,Усть-Каменогорск,2025-07-15 10:20:24,card_out,out,22693.6,KZT
10,Карина,Премиальная карта,зп,Усть-Каменогорск,2025-07-15 12:06:28,p2p_out,out,16747.93,KZT
10,Карина,Премиальная карта,зп,Усть-Каменогорск,2025-07-15 15:18:56,card_out,out,24742.71,KZT
10,Карина,Премиальная карта,зп,Усть-Каменогорск,2025-07-15 18:19:33,p2p_out,out,18306.2,KZT
10,Карина,Премиальная карта,зп,Усть-Каменогорск,2025-07-15 19:29:14,card_out,out,55243.24,KZT
10,Карина,Премиальная карта,зп,Усть-Каменогорск,2025-07-16 12:20:43,card_out,out,30616.63,KZT
10,Карина,Премиальная карта,зп,Усть-Каменогорск,2025-07-16 12:35:28,refund_in,in,15501.78,KZT
10,Карина,Премиальная карта,зп,Усть-Каменогорск,2025-07-16 14:04:54,card_out,out,8395.5,KZT
10,Карина,Премиальная карта,зп,Усть-Каменогорск,2025-07-17 10:52:55,card_out,out,31643.11,KZT
10,Карина,Премиальная карта,зп,Усть-Каменогорск,2025-07-17 12:39:06,atm_withdrawal,out,26706.89,KZT
10,Карина,Премиальная карта,зп,Усть-Каменогорск,2025-07-17 15:07:35,card_out,out,13389.42,KZT
10,Карина,Премиальная карта,зп,Усть-Каменогорск,2025-07-17 18:16:40,card_out,out,13834.28,KZT
10,Карина,Премиальная карта,зп,Усть-Каменогорск,2025-07-17 20:57:37,card_in,in,26635.07,KZT
10,Карина,Премиальная карта,зп,Усть-Каменогорск,2025-07-18 10:41:29,p2p_out,out,28028.54,KZT
10,Карина,Премиальная карта,зп,Усть-Каменогорск,2025-07-18 17:05:30,refund_in,in,67356.72,KZT
10,Карина,Премиальная карта,зп,Усть-Каменогорск,2025-07-18 17:29:29,card_out,out,47113.29,KZT
10,Карина,Премиальная карта,зп,Усть-Каменогорск,2025-07-19 08:42:23,p2p_out,out,19174.35,KZT
10,Карина,Премиальная карта,зп,Усть-Каменогорск,2025-07-19 09:06:23,p2p_out,out,63890.62,KZT
10,Карина,Премиальная карта,зп,Усть-Каменогорск,2025-07-19 19:46:59,p2p_out,out,64281.72,KZT
10,Карина,Премиальная карта,зп,Усть-Каменогорск,2025-07-19 20:38:41,card_out,out,19076.31,KZT
10,Карина,Премиальная карта,зп,Усть-Каменогорск,2025-07-19 21:51:59,loan_payment_out,out,47895.19,KZT
10,Карина,Премиальная карта,зп,Усть-Каменогорск,2025-07-20 13:08:08,card_out,out,12472.53,KZT
10,Карина,Премиальная карта,зп,Усть-Каменогорск,2025-07-20 18:34:18,card_out,out,24501.39,KZT
10,Карина,Премиальная карта,зп,Усть-Каменогорск,2025-07-20 19:51:30,utilities_out,out,21320.26,KZT
10,Карина,Премиальная карта,зп,Усть-Каменогорск,2025-07-21 09:21:04,p2p_out,out,54129.84,KZT
10,Карина,Премиальная карта,зп,Усть-Каменогорск,2025-07-21 16:06:48,utilities_out,out,40727.39,KZT
10,Карина,Премиальная карта,зп,Усть-Каменогорск,2025-07-21 20:09:04,card_out,out,31426.06,KZT
10,Карина,Премиальная карта,зп,Усть-Каменогорск,2025-07-21 21:11:59,card_out,out,55957.19,KZT
10,Карина,Премиальная карта,зп,Усть-Каменогорск,2025-07-22 11:08:24,p2p_out,out,51572.86,KZT
10,Карина,Премиальная карта,зп,Усть-Каменогорск,2025-07-23 09:43:40,card_out,out,29874.13,KZT
10,Карина,Премиальная карта,зп,Усть-Каменогорск,2025-07-23 17:53:55,card_out,out,14718.82,KZT
10,Карина,Премиальная карта,зп,Усть-Каменогорск,2025-07-24 08:55:26,cashback_in,in,9818.19,KZT
10,Карина,Премиальная карта,зп,Усть-Каменогорск,2025-07-24 13:53:43,card_out,out,31998.48,KZT
10,Карина,Премиальная карта,зп,Усть-Каменогорск,2025-07-24 15:34:07,card_out,out,11274.62,KZT
10,Карина,Премиальная карта,зп,Усть-Каменогорск,2025-07-24 17:38:17,card_out,out,20150.34,KZT
10,Карина,Премиальная карта,зп,Усть-Каменогорск,2025-07-24 17:58:36,card_out,out,10110.05,KZT
10,Карина,Премиальная карта,зп,Усть-Каменогорск,2025-07-25 09:16:58,card_out,out,56286.5,KZT
10,Карина,Премиальная карта,зп,Усть-Каменогорск,2025-07-25 16:16:13,cashback_in,in,16538.09,KZT
10,Карина,Премиальная карта,зп,Усть-Каменогорск,2025-07-25 19:26:42,card_out,out,30778.78,KZT
10,Карина,Премиальная карта,зп,Усть-Каменогорск,2025-07-26 08:05:36,utilities_out,out,47928.24,KZT
10,Карина,Премиальная карта,зп,Усть-Каменогорск,2025-07-26 09:40:27,atm_withdrawal,out,31169.82,KZT
10,Карина,Премиальная карта,зп,Усть-Каменогорск,2025-07-26 14:47:16,p2p_out,out,10054.65,KZT
10,Карина,Премиальная карта,зп,Усть-Каменогорск,2025-07-26 21:34:16,card_in,in,5509.48,KZT
10,Карина,Премиальная карта,зп,Усть-Каменогорск,2025-07-26 21:44:04,p2p_out,out,22045.86,KZT
10,Карина,Премиальная карта,зп,Усть-Каменогорск,2025-07-27 10:36:24,atm_withdrawal,out,44090.71,KZT
10,Карина,Премиальная карта,зп,Усть-Каменогорск,2025-07-27 12:40:10,card_out,out,37094.93,KZT
10,Карина,Премиальная карта,зп,Усть-Каменогорск,2025-07-27 21:19:03,utilities_out,out,21603.39,KZT
10,Карина,Премиальная карта,зп,Усть-Каменогорск,2025-07-28 11:27:32,loan_payment_out,out,79041.12,KZT
10,Карина,Премиальная карта,зп,Усть-Каменогорск,2025-07-28 11:47:08,card_out,out,10963.23,KZT
10,Карина,Премиальная карта,зп,Усть-Каменогорск,2025-07-28 12:11:14,atm_withdrawal,out,75023.58,KZT
10,Карина,Премиальная карта,зп,Усть-Каменогорск,2025-07-28 20:50:28,atm_withdrawal,out,32564.86,KZT
10,Карина,Премиальная карта,зп,Усть-Каменогорск,2025-07-29 12:17:24,card_out,out,35210.98,KZT
10,Карина,Премиальная карта,зп,Усть-Каменогорск,2025-07-29 15:56:57,loan_payment_out,out,53420.43,KZT
10,Карина,Премиальная карта,зп,Усть-Каменогорск,2025-07-29 18:32:21,atm_withdrawal,out,20871.44,KZT
10,Карина,Премиальная карта,зп,Усть-Каменогорск,2025-07-30 15:29:04,card_out,out,48175.56,KZT
10,Карина,Премиальная карта,зп,Усть-Каменогорск,2025-07-31 09:26:45,p2p_out,out,54586.24,KZT
10,Карина,Премиальная карта,зп,Усть-Каменогорск,2025-08-01 10:17:51,atm_withdrawal,out,28179.06,KZT
10,Карина,Премиальная карта,зп,Усть-Каменогорск,2025-08-01 12:04:21,card_out,out,27703.6,KZT
10,Карина,Премиальная карта,зп,Усть-Каменогорск,2025-08-01 17:30:35,p2p_out,out,53940.12,KZT
10,Карина,Премиальная карта,зп,Усть-Каменогорск,2025-08-01 21:35:11,p2p_out,out,53986.8,KZT
10,Карина,Премиальная карта,зп,Усть-Каменогорск,2025-08-02 10:34:18,p2p_out,out,34738.17,KZT
10,Карина,Премиальная карта,зп,Усть-Каменогорск,2025-08-02 11:21:52,loan_payment_out,out,46970.89,KZT
10,Карина,Премиальная карта,зп,Усть-Каменогорск,2025-08-02 12:44:40,card_in,in,39975.08,KZT
10,Карина,Премиальная карта,зп,Усть-Каменогорск,2025-08-03 11:11:46,atm_withdrawal,out,43128.47,KZT
10,Карина,Премиальная карта,зп,Усть-Каменогорск,2025-08-03 19:19:23,p2p_out,out,29223.83,KZT
10,Карина,Премиальная карта,зп,Усть-Каменогорск,2025-08-03 21:28:58,card_out,out,19129.85,KZT
10,Карина,Премиальная карта,зп,Усть-Каменогорск,2025-08-04 09:16:40,card_out,out,44569.51,KZT
10,Карина,Премиальная карта,зп,Усть-Каменогорск,2025-08-04 16:21:20,cashback_in,in,16588.59,KZT
10,Карина,Премиальная карта,зп,Усть-Каменогорск,2025-08-04 19:09:08,card_out,out,23659.1,KZT
10,Карина,Премиальная карта,зп,Усть-Каменогорск,2025-08-04 21:53:19,p2p_out,out,45679.39,KZT
10,Карина,Премиальная карта,зп,Усть-Каменогорск,2025-08-05 10:55:05,card_out,out,41967.25,KZT
10,Карина,Премиальная карта,зп,Усть-Каменогорск,2025-08-05 14:02:12,loan_payment_out,out,57152.3,KZT
10,Карина,Премиальная карта,зп,Усть-Каменогорск,2025-08-05 20:16:18,card_in,in,20918.69,KZT
10,Карина,Премиальная карта,зп,Усть-Каменогорск,2025-08-06 13:00:02,salary_in,in,479876.4,KZT
10,Карина,Премиальная карта,зп,Усть-Каменогорск,2025-08-06 17:33:26,card_out,out,60201.42,KZT
10,Карина,Премиальная карта,зп,Усть-Каменогорск,2025-08-07 11:13:26,loan_payment_out,out,78454.88,KZT
10,Карина,Премиальная карта,зп,Усть-Каменогорск,2025-08-07 13:41:51,card_out,out,56441.17,KZT
10,Карина,Премиальная карта,зп,Усть-Каменогорск,2025-08-07 15:35:32,card_out,out,18363.93,KZT
10,Карина,Премиальная карта,зп,Усть-Каменогорск,2025-08-08 09:47:58,card_out,out,77952.67,KZT
10,Карина,Премиальная карта,зп,Усть-Каменогорск,2025-08-08 09:49:01,card_out,out,17385.04,KZT
10,Карина,Премиальная карта,зп,Усть-Каменогорск,2025-08-08 11:58:22,p2p_out,out,36040.43,KZT
10,Карина,Премиальная карта,зп,Усть-Каменогорск,2025-08-08 13:54:24,cashback_in,in,16312.88,KZT
10,Карина,Премиальная карта,зп,Усть-Каменогорск,2025-08-08 16:47:43,utilities_out,out,44211.43,KZT
10,Карина,Премиальная карта,зп,Усть-Каменогорск,2025-08-09 10:04:59,card_in,in,16599.78,KZT
10,Карина,Премиальная карта,зп,Усть-Каменогорск,2025-08-09 19:42:50,card_out,out,11106.09,KZT
10,Карина,Премиальная карта,зп,Усть-Каменогорск,2025-08-10 09:12:24,card_in,in,17119.23,KZT
10,Карина,Премиальная карта,зп,Усть-Каменогорск,2025-08-10 11:24:33,card_out,out,20926.88,KZT
10,Карина,Премиальная карта,зп,Усть-Каменогорск,2025-08-10 12:10:27,refund_in,in,17421.98,KZT
10,Карина,Премиальная карта,зп,Усть-Каменогорск,2025-08-10 13:52:17,card_out,out,88013.28,KZT
10,Карина,Премиальная карта,зп,Усть-Каменогорск,2025-08-10 14:04:09,utilities_out,out,12708.23,KZT
10,Карина,Премиальная карта,зп,Усть-Каменогорск,2025-08-10 17:04:55,card_out,out,12436.55,KZT
10,Карина,Премиальная карта,зп,Усть-Каменогорск,2025-08-11 12:41:47,atm_withdrawal,out,55717.06,KZT
10,Карина,Премиальная карта,зп,Усть-Каменогорск,2025-08-12 15:42:04,card_out,out,27689.99,KZT
10,Карина,Премиальная карта,зп,Усть-Каменогорск,2025-08-12 19:26:05,p2p_out,out,12566.55,KZT
10,Карина,Премиальная карта,зп,Усть-Каменогорск,2025-08-12 21:24:01,p2p_out,out,26394.32,KZT
10,Карина,Премиальная карта,зп,Усть-Каменогорск,2025-08-13 12:10:34,p2p_out,out,25230.23,KZT
10,Карина,Премиальная карта,зп,Усть-Каменогорск,2025-08-13 19:27:46,refund_in,in,18333.5,KZT
10,Карина,Премиальная карта,зп,Усть-Каменогорск,2025-08-13 19:28:26,card_out,out,21929.72,KZT
10,Карина,Премиальная карта,зп,Усть-Каменогорск,2025-08-13 20:03:27,card_out,out,70199.54,KZT
